variable_name,standardized_title,standardized_label,wave,file,codebook_file,block,question_label,question_text,item_text,question_type,dtype_observed,rows,nonempty_n,valid_n,missing_pct,unique_valid_values,example_values_raw,example_values_decoded,top_value_counts,value_labels,codebook_comment,display_skip_logic,construct,likely_geographic_granularity,origin_or_destination,privacy_anonymization
w12_M_q34a,House Shift Distance,house_shift_dist,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Single Choice,integer-coded,379,379,19,94.99,4,"[""1"", ""3"", ""2"", ""6""]","[""[minutes walking time]:"", ""[kilometers]:"", ""[meters]:"", ""[feet]:""]","{""1"": 10, ""3"": 7, ""2"": 1, ""6"": 1}","{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,| If (w12_M_q33a_txt [House Shift Frequency] = 1 OR w12_M_q33b_txt [House Shift Frequency (Migration Location)] = 1) |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_M_q34a_txt,House Shift Distance,house_shift_dist_txt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,House Shift Distance,How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,continuous numeric,379,379,19,94.99,11,"[""10"", ""4"", ""30"", ""3"", ""20"", ""5"", ""2.5"", ""0.5""]","[""10"", ""4"", ""30"", ""3"", ""20"", ""5"", ""2.5"", ""0.5""]","{""10"": 3, ""4"": 3, ""30"": 3, ""3"": 2, ""20"": 2, ""5"": 1, ""2.5"": 1, ""0.5"": 1, ""40"": 1, ""15"": 1}","{""-55"": ""Missing by panel wave drop-out""}",,| If (w12_M_q33a_txt [House Shift Frequency] = 1 OR w12_M_q33b_txt [House Shift Frequency (Migration Location)] = 1) |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_M_q253,Plot Distance from Jamuna,plot_dist_from_jmuna,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Plot Characterization,Plot Distance from Jamuna,How far is it from the Jamuna River? [one of the distance measures is enough],,Single Choice,integer-coded,379,379,1,99.74,1,"[""4""]","[""[kilometers]:""]","{""4"": 1}","{""1"": ""Right next to the river"", ""2"": ""[minutes walking time]:"", ""3"": ""[meters]:"", ""4"": ""[kilometers]:"", ""5"": ""[miles]:"", ""6"": ""[hands]:"", ""7"": ""[feet]:"", ""8"": ""[roshi/rope]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q232_txt [New Land Plot Count (Migration Location)] > 0 OR w12_M_q242_txt [New Land Plot Count (Home Village)] > 0) | If w12_M_q251 [Plot Location] = ""{home village in wave 1}"" |",hazard proximity,meters or reported distance category,origin/current residence context,derived/reported distance; no house coordinates
w12_M_q253_txt,Plot Distance from Jamuna,plot_dist_from_jmuna_txt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Plot Characterization,Plot Distance from Jamuna,How far is it from the Jamuna River? [one of the distance measures is enough],,Open Text Box,integer-coded,379,379,1,99.74,1,"[""1""]","[""1""]","{""1"": 1}","{""-55"": ""Missing by panel wave drop-out""}",,"If (w12_M_q232_txt [New Land Plot Count (Migration Location)] > 0 OR w12_M_q242_txt [New Land Plot Count (Home Village)] > 0) | If w12_M_q251 [Plot Location] = ""{home village in wave 1}"" |",hazard proximity,meters or reported distance category,origin/current residence context,derived/reported distance; no house coordinates
w12_M_enum4,Residence Type,rsdnc_type,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Respondent Characteristics,Residence Type,Respondent lives in...,,Single Choice,integer-coded,379,379,101,73.35,5,"[""1"", ""3"", ""2"", ""5"", ""4""]","[""hut"", ""multi-story apartment house"", ""single-story apartment house"", ""Other:"", ""residential home""]","{""1"": 52, ""3"": 26, ""2"": 14, ""5"": 6, ""4"": 3}","{""1"": ""hut"", ""2"": ""single-story apartment house"", ""3"": ""multi-story apartment house"", ""4"": ""residential home"", ""5"": ""Other:"", ""-7"": ""Not observed"", ""-55"": ""Missing by panel wave drop-out""}",This variable was assessed by the enumerator and not asked to the respondent.,"If enumerator is at respondent's house | If w12_M_q19 [Respondent Current Location Rural Urban] = ""City"" | If ""single-story apartment house"" is selected, skip to: w12_M_enum11 [Neighborhood Charging Station Access]; If ""multi-story apartment house"" is selected, skip to: w12_M_enum11 [Neighborhood Charging Station Access]; If ""residential home"" is selected, skip to: w12_M_enum11 [Neighborhood Charging Station Access]",destination residence characteristic,house/residence category or duration,destination,categorized
w12_M_enum4_txt,Residence Type,rsdnc_type_txt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Respondent Characteristics,Residence Type,Respondent lives in...,,Open Text Box,string,379,379,6,98.42,1,"[""Tin shade""]","[""Tin shade""]","{""Tin shade"": 6}","{""-55"": ""Missing by panel wave drop-out""}",This variable was assessed by the enumerator and not asked to the respondent.,"If enumerator is at respondent's house | If w12_M_q19 [Respondent Current Location Rural Urban] = ""City"" | If ""single-story apartment house"" is selected, skip to: w12_M_enum11 [Neighborhood Charging Station Access]; If ""multi-story apartment house"" is selected, skip to: w12_M_enum11 [Neighborhood Charging Station Access]; If ""residential home"" is selected, skip to: w12_M_enum11 [Neighborhood Charging Station Access]",destination residence characteristic,house/residence category or duration,destination,categorized
w12_M_reg3,Respondent Code,resp_code,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Questionnaire Registration,Respondent Code,Respondent code,,Open Text Box,string,379,379,379,0.0,378,"[""L18-HH38-YM"", ""L05-Z01-HH18-H"", ""L13-Z03-HH01-H"", ""L25-Z01-HH02-H"", ""L31-Z03-HH59-H"", ""L32-Z03-HH43-H"", ""L29-Z03-HH25-H"", ""L11-Z03-HH05-H""]","[""L18-HH38-YM"", ""L05-Z01-HH18-H"", ""L13-Z03-HH01-H"", ""L25-Z01-HH02-H"", ""L31-Z03-HH59-H"", ""L32-Z03-HH43-H"", ""L29-Z03-HH25-H"", ""L11-Z03-HH05-H""]","{""L18-HH38-YM"": 2, ""L05-Z01-HH18-H"": 1, ""L13-Z03-HH01-H"": 1, ""L25-Z01-HH02-H"": 1, ""L31-Z03-HH59-H"": 1, ""L32-Z03-HH43-H"": 1, ""L29-Z03-HH25-H"": 1, ""L11-Z03-HH05-H"": 1, ""L31-Z02-HH42-YM"": 1, ""L31-Z03-HH11-H"": 1}","{""-55"": ""Missing by panel wave drop-out""}","Respondent codes follow the structure: location number (Lxx) - sampling zone (Zyy) - household number (HHzz) - subsample identifier (H - household head; F - senior female; YF - youth female; YM - youth male; LB - left-behind member of migrated respondent). For instance: L05-Z02-HH13-F. Note 1: Respondents with identical household code (e.g., L05-Z02-HH13) but different subsample endings (-H, -F, -YF, -YM, -LB) are individuals who belong to the same household. Note 2: The location- and zone-identifier in the respondent code was assigned in wave 1 and kept constant afterwards, even if respondents moved. Note 3: For locations L10, L17, and L18, the zone indicator is missing as houses were sparsely distributed in these locations and we partly had to sample outside the regular 200-m-zone to reach the targeted number of households. Note 4: Locations belong to the following districts: Bogra (L19-L21); Gaibandha (L23); Jamalpur (L01, L22); Kurigram (L24-L36); Manikganj (L04-L06); Sirajganj (L07-L09); Tangail (L02-L03; L10-L18).",| |,baseline origin sampling-location / household code,anonymized Lxx sampling location; district derivable,origin,pseudonymized composite; fixed after moves
w12_M_q20,Respondent Current Location City,resp_crrnt_locat_city,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location City,[filled by enumerator] What is the name of the city to which he/she went?,,Single Choice,integer-coded,379,379,85,77.57,11,"[""1"", ""2"", ""7"", ""18"", ""10"", ""9"", ""4"", ""14""]","[""Dhaka"", ""Tangail"", ""Gazipur"", ""Other:"", ""Bogura"", ""Narayanganj"", ""Jamalpur"", ""Rangpur""]","{""1"": 33, ""2"": 22, ""7"": 11, ""18"": 8, ""10"": 2, ""9"": 2, ""4"": 2, ""14"": 2, ""6"": 1, ""5"": 1}","{""1"": ""Dhaka"", ""2"": ""Tangail"", ""3"": ""Nagarpur"", ""4"": ""Jamalpur"", ""5"": ""Mymensingh"", ""6"": ""Chittagong"", ""7"": ""Gazipur"", ""8"": ""Munshiganj"", ""9"": ""Narayanganj"", ""10"": ""Bogura"", ""11"": ""Gaibandha"", ""12"": ""Manikganj"", ""13"": ""Noakhali"", ""14"": ""Rangpur"", ""15"": ""Bhola"", ""16"": ""Sirajganj"", ""18"": ""Other:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If (w12_M_q19 [Respondent Current Location Rural Urban] = ""City"" AND w12_M_q16 [Respondent Current Location New or Old] != ""In {previous migration destination}"") |",destination city category/name,city,destination,categorical/open-text city; no coordinates
w12_M_q20_txt,Respondent Current Location City,resp_crrnt_locat_city_txt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location City,[filled by enumerator] What is the name of the city to which he/she went?,,Open Text Box,string,379,379,9,97.63,9,"[""Comilla"", ""Narshindhi"", ""Cox's Bazar"", ""Gopalgonj"", ""Kurigram"", ""Kalipur"", ""Savar"", ""Saver""]","[""Comilla"", ""Narshindhi"", ""Cox's Bazar"", ""Gopalgonj"", ""Kurigram"", ""Kalipur"", ""Savar"", ""Saver""]","{""Comilla"": 1, ""Narshindhi"": 1, ""Cox's Bazar"": 1, ""Gopalgonj"": 1, ""Kurigram"": 1, ""Kalipur"": 1, ""Savar"": 1, ""Saver"": 1, ""Bandarban"": 1}","{""-55"": ""Missing by panel wave drop-out""}",,"| If (w12_M_q19 [Respondent Current Location Rural Urban] = ""City"" AND w12_M_q16 [Respondent Current Location New or Old] != ""In {previous migration destination}"") |",destination city category/name,city,destination,categorical/open-text city; no coordinates
w12_M_q18,Respondent Current Location Country,resp_crrnt_locat_cntr,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location Country,[filled by enumerator] To which country did the respondent go?,,Single Choice,undetermined (no valid values),379,379,0,100.0,0,[],[],{},"{""1"": ""Qatar"", ""2"": ""Malaysia"", ""3"": ""Saudi-Arabia"", ""4"": ""UAE"", ""5"": ""Dubai"", ""6"": ""India"", ""7"": ""Singapur"", ""8"": ""Libya"", ""9"": ""Other:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If w12_M_q17 [Respondent Current Location Domestic Abroad] = ""Abroad"" |",domestic/international destination,country/internal status,destination,categorized
w12_M_q18_txt,Respondent Current Location Country,resp_crrnt_locat_cntr_txt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location Country,[filled by enumerator] To which country did the respondent go?,,Open Text Box,undetermined (no valid values),379,379,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}",,"| If w12_M_q17 [Respondent Current Location Domestic Abroad] = ""Abroad"" |",domestic/international destination,country/internal status,destination,categorized
w12_M_q17,Respondent Current Location Domestic Abroad,resp_crrnt_locat_dmstc_abrod,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location Domestic Abroad,[filled by enumerator] Did the respondent go to a location inside Bangladesh or abroad?,,Single Choice,integer-coded,379,379,177,53.3,1,"[""1""]","[""In Bangladesh""]","{""1"": 177}","{""1"": ""In Bangladesh"", ""2"": ""Abroad"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If (w12_M_q16 [Respondent Current Location New or Old] = ""In another location"" OR w12_M_reg10 [Previous Migration Status] = ""NON-MIGRANT"" OR w12_M_reg10 [Previous Migration Status] = ""Not interviewed"") |",domestic/international destination,country/internal status,destination,categorized
w12_M_q16,Respondent Current Location New or Old,resp_crrnt_locat_new_or_old,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location New or Old,[filled by enumerator] Is the respondent in {previous migration destination} or in a new location?,,Single Choice,integer-coded,379,379,155,59.1,2,"[""1"", ""2""]","[""In {previous migration destination}"", ""In another location""]","{""1"": 125, ""2"": 30}","{""1"": ""In {previous migration destination}"", ""2"": ""In another location"", ""-55"": ""Missing by panel wave drop-out""}",,"| If w12_M_reg10 [Previous Migration Status] = ""MIGRANT"" |",same-versus-new inter-wave destination,relational,destination,categorized
w12_M_q19,Respondent Current Location Rural Urban,resp_crrnt_locat_rural_urban,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location Rural Urban,[filled by enumerator] Did the respondent go to a city or to a village?,,Single Choice,integer-coded,379,379,294,22.43,2,"[""2"", ""1""]","[""Village"", ""City""]","{""2"": 176, ""1"": 118}","{""1"": ""City"", ""2"": ""Village"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"| If (w12_M_q17 [Respondent Current Location Domestic Abroad] = ""In Bangladesh"" OR w12_M_q16 [Respondent Current Location New or Old] = ""In {previous migration destination}"") |",rural/urban settlement type,settlement type,destination,categorized
w12_M_q21x5,Respondent Current Location Village,resp_crrnt_locat_villg5,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],District:,Multiple Choice,integer-coded,379,379,131,65.44,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 118, ""0"": 13}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If (w12_M_q19 [Respondent Current Location Rural Urban] = ""Village"" AND w12_M_q16 [Respondent Current Location New or Old] != ""In {previous migration destination}"") |",rural destination district,district,destination,village/upazila/union removed; district retained
w12_M_q21x5_txt,Respondent Current Location Village,resp_crrnt_locat_villg5_txt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],District:,Open Text Box,string,379,379,118,68.87,21,"[""Tangail"", ""Bogura"", ""Kurigram"", ""Jamalpur"", ""Gazipur"", ""tangile"", ""Sirajganj"", ""Gaibandha""]","[""Tangail"", ""Bogura"", ""Kurigram"", ""Jamalpur"", ""Gazipur"", ""tangile"", ""Sirajganj"", ""Gaibandha""]","{""Tangail"": 48, ""Bogura"": 20, ""Kurigram"": 11, ""Jamalpur"": 7, ""Gazipur"": 6, ""tangile"": 4, ""Sirajganj"": 3, ""Gaibandha"": 3, ""Manikganj"": 2, ""Sirajgonj"": 2}","{""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If (w12_M_q19 [Respondent Current Location Rural Urban] = ""Village"" AND w12_M_q16 [Respondent Current Location New or Old] != ""In {previous migration destination}"") |",rural destination district,district,destination,village/upazila/union removed; district retained
w12_M_q21x6,Respondent Current Location Village,resp_crrnt_locat_villg6,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],Division:,Multiple Choice,integer-coded,379,379,131,65.44,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 82, ""0"": 49}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If (w12_M_q19 [Respondent Current Location Rural Urban] = ""Village"" AND w12_M_q16 [Respondent Current Location New or Old] != ""In {previous migration destination}"") |",rural destination division,division,destination,village/upazila/union removed; division retained
w12_M_q21x6_txt,Respondent Current Location Village,resp_crrnt_locat_villg6_txt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],Division:,Open Text Box,string,379,379,81,78.63,6,"[""Dhaka"", ""Rajshahi"", ""Rangpur"", ""dhaka"", ""Rajshashi"", ""Maymanshing""]","[""Dhaka"", ""Rajshahi"", ""Rangpur"", ""dhaka"", ""Rajshashi"", ""Maymanshing""]","{""Dhaka"": 46, ""Rajshahi"": 16, ""Rangpur"": 10, ""dhaka"": 6, ""Rajshashi"": 2, ""Maymanshing"": 1}","{""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If (w12_M_q19 [Respondent Current Location Rural Urban] = ""Village"" AND w12_M_q16 [Respondent Current Location New or Old] != ""In {previous migration destination}"") |",rural destination division,division,destination,village/upazila/union removed; division retained
w12_M_q21x88,Respondent Current Location Village,resp_crrnt_locat_villg88,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],DK,Multiple Choice,integer-coded,379,379,131,65.44,1,"[""0""]","[""Not Selected""]","{""0"": 131}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If (w12_M_q19 [Respondent Current Location Rural Urban] = ""Village"" AND w12_M_q16 [Respondent Current Location New or Old] != ""In {previous migration destination}"") |",rural destination response flag,relational/nonresponse flag,destination,village identity removed
w12_M_q21x99,Respondent Current Location Village,resp_crrnt_locat_villg99,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Respondent Current Location Village,[filled by enumerator] What is the name of the village to which he/she went? [fill in whatever information the respondent can provide; be careful about spelling],RA,Multiple Choice,integer-coded,379,379,131,65.44,1,"[""0""]","[""Not Selected""]","{""0"": 131}","{""0"": ""Not Selected"", ""1"": ""Selected"", ""-55"": ""Missing by panel wave drop-out""}",Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,"| If (w12_M_q19 [Respondent Current Location Rural Urban] = ""Village"" AND w12_M_q16 [Respondent Current Location New or Old] != ""In {previous migration destination}"") |",rural destination response flag,relational/nonresponse flag,destination,village identity removed
w12_M_q92_L1,Secondary Migration Respondent House Shift Distance (Loop 1),scndr_migr_resp_house_shift_dist_loop1,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Migrant History (Old) - Respondent - Loop 1,Secondary Migration Respondent House Shift Distance (Loop 1),How far have you shifted your house? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),379,379,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If w12_M_q48b_txt [Secondary Migration Respondent Frequency] > 0 | If w12_M_q91_L1 [Secondary Migration Respondent House Shift (Loop 1)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_M_q92_txt_L1,Secondary Migration Respondent House Shift Distance (Loop 1),scndr_migr_resp_house_shift_dist_txt_loop1,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Migrant History (Old) - Respondent - Loop 1,Secondary Migration Respondent House Shift Distance (Loop 1),How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),379,379,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}",,"If w12_M_q48b_txt [Secondary Migration Respondent Frequency] > 0 | If w12_M_q91_L1 [Secondary Migration Respondent House Shift (Loop 1)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_M_q92_L2,Secondary Migration Respondent House Shift Distance (Loop 2),scndr_migr_resp_house_shift_dist_loop2,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Migrant History (Old) - Respondent - Loop 2,Secondary Migration Respondent House Shift Distance (Loop 2),How far have you shifted your house? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),379,379,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If w12_M_q48b_txt [Secondary Migration Respondent Frequency] > 0 | If w12_M_q91_L2 [Secondary Migration Respondent House Shift (Loop 2)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_M_q92_txt_L2,Secondary Migration Respondent House Shift Distance (Loop 2),scndr_migr_resp_house_shift_dist_txt_loop2,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Migrant History (Old) - Respondent - Loop 2,Secondary Migration Respondent House Shift Distance (Loop 2),How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),379,379,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}",,"If w12_M_q48b_txt [Secondary Migration Respondent Frequency] > 0 | If w12_M_q91_L2 [Secondary Migration Respondent House Shift (Loop 2)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_M_q92_L3,Secondary Migration Respondent House Shift Distance (Loop 3),scndr_migr_resp_house_shift_dist_loop3,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Migrant History (Old) - Respondent - Loop 3,Secondary Migration Respondent House Shift Distance (Loop 3),How far have you shifted your house? [one of the distance measures is enough],,Single Choice,undetermined (no valid values),379,379,0,100.0,0,[],[],{},"{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,"If w12_M_q48b_txt [Secondary Migration Respondent Frequency] > 0 | If w12_M_q91_L3 [Secondary Migration Respondent House Shift (Loop 3)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_M_q92_txt_L3,Secondary Migration Respondent House Shift Distance (Loop 3),scndr_migr_resp_house_shift_dist_txt_loop3,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Migrant History (Old) - Respondent - Loop 3,Secondary Migration Respondent House Shift Distance (Loop 3),How far have you shifted your house? [one of the distance measures is enough],,Open Text Box,undetermined (no valid values),379,379,0,100.0,0,[],[],{},"{""-55"": ""Missing by panel wave drop-out""}",,"If w12_M_q48b_txt [Secondary Migration Respondent Frequency] > 0 | If w12_M_q91_L3 [Secondary Migration Respondent House Shift (Loop 3)] = ""Yes"" |",reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_M_q34b,Total House Shift Distance,total_house_shift_dist,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Total House Shift Distance,How far have you shifted your house in total? [one of the distance measures is enough],,Single Choice,integer-coded,379,379,1,99.74,1,"[""2""]","[""[meters]:""]","{""2"": 1}","{""1"": ""[minutes walking time]:"", ""2"": ""[meters]:"", ""3"": ""[kilometers]:"", ""4"": ""[miles]:"", ""5"": ""[hands]:"", ""6"": ""[feet]:"", ""7"": ""[roshi/rope]:"", ""8"": ""[gauges/yards]:"", ""9"": ""Other [enter value and unit]:"", ""-8"": ""DK"", ""-9"": ""RA"", ""-55"": ""Missing by panel wave drop-out""}",,| If (w12_M_q33a_txt [House Shift Frequency] > 1 OR w12_M_q33b_txt [House Shift Frequency (Migration Location)] > 1) |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_M_q34b_txt,Total House Shift Distance,total_house_shift_dist_txt,w12_M,bemp_w12_M.csv,bemp_w12_M_codebook.csv,Household Composition and Migration,Total House Shift Distance,How far have you shifted your house in total? [one of the distance measures is enough],,Open Text Box,integer-coded,379,379,1,99.74,1,"[""950""]","[""950""]","{""950"": 1}","{""-55"": ""Missing by panel wave drop-out""}",,| If (w12_M_q33a_txt [House Shift Frequency] > 1 OR w12_M_q33b_txt [House Shift Frequency (Migration Location)] > 1) |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q11x1,Distance to Road,dist_to_road1,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in kilometers,Multiple Choice,integer-coded,35,35,23,34.29,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 21, ""0"": 2}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q11x1_txt,Distance to Road,dist_to_road1_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in kilometers,Open Text Box,continuous numeric,35,35,21,40.0,9,"[""1"", ""2"", ""3"", ""1.5"", ""10"", ""6"", ""0"", ""4""]","[""1"", ""2"", ""3"", ""1.5"", ""10"", ""6"", ""0"", ""4""]","{""1"": 6, ""2"": 4, ""3"": 3, ""1.5"": 3, ""10"": 1, ""6"": 1, ""0"": 1, ""4"": 1, ""2.5"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q11x2,Distance to Road,dist_to_road2,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in minutes driving,Multiple Choice,integer-coded,35,35,23,34.29,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 21, ""1"": 2}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w12_V_q11x2_txt,Distance to Road,dist_to_road2_txt,w12_V,bemp_w12_V.csv,bemp_w12_V_codebook.csv,Public Goods,Distance to Road,How far is it until the next tar/concrete/paved road,Distance in minutes driving,Open Text Box,integer-coded,35,35,2,94.29,2,"[""25"", ""5""]","[""25"", ""5""]","{""25"": 1, ""5"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
